No,Text,Score,Sistem,Sentimen
878,masih berlanjut terdengar kabar kota kelahiran bakal diterapkan psbb tetap sehat tetap semangat kalian,0,netral,positif
879,setelah psbb kok tetap naik,-1,negatif,negatif
880,tanya dong psbb di karawang bagaimana,0,netral,netral
881,angaran psbb setiap daerah beda beda tapi semua besar apa duit itu sampai ke warganya merata,0,positif,netral
882,percuma psbb tahun kalau orangnya pada tolol apa gunanya katanya begitu,-1,netral,negatif
883,waduh psbb kebablasan pilih kasih lagi,0,netral,netral
884,sebaiknya psbb jangan cepat dicabut jangan sampai pemerintah makin kewalahan menanggu,1,positif,positif
885,kepada yang terhormat bapak yang saya hormati ada tempat saya juga belum mendapatkan bantuan sama sekali padahal di tempat kami sudah bulan lebih diberlakukannya psbb,0,netral,netral
886,kebijakan psbb kali lagian masih keluyuran saja kalau bukan urusan kerja,-1,negatif,negatif
887,sudah kuduga berawal psbb kota bandung lanjut jawa barat terus mau sepulau jawa kenapa tidak sekalian seindonesia,0,netral,netral
888,kocak psbb memang buat orang jadi kreatif,0,netral,netral
889,tidak ada gunanya psbb lockdown pembeli dan penjual pakaian ramai di pasar anyar bogor,-1,netral,negatif
890,mungkin itu mereka prepare diri keluar rumah sebelum psbb,-1,negatif,netral
891,semoga saja habis lebaran psbb sama coronanya hilang biar bisa cari rizki lagi kantong sudah pusing,-3,negatif,negatif
892,pemerintah mau melonggarkan psbb dan berharap pandemi berakhir juni dagelan sekali ini sudah tidak apa apa longgarin saja psbb pandemi makin lama juga tidak apa apa saya betah ansos soalnya,-1,netral,netral
893,kusut sekali itu kasus kemarin peraturan psbb bandung sekarang aturan psbb jabar lebih benar,-1,negatif,negatif
894,psbb cuma dikerjain pagi doang coba saja masuk ke surabaya plat luar siang malam hari tidak dicek,0,netral,netral
895,psbb diudahin langsung pada mudik bagaimana,0,netral,netral
896,psbb kelamaan,0,netral,netral
897,palembang psbb semoga cepat berakhir lah pandemi ini ingin pulang,0,positif,positif
898,psbb itu klub bola mana ya,0,netral,netral
899,lagi psbb tidak boleh pepet,0,positif,negatif
900,bogor sudah psbb tahap saja,0,netral,netral
901,karena itu kita mengambil pilihan namanya psbb ini adalah interval antara lockdown dan herd imunity sehingga pilihannya bisa luwes bisa mendekati lockdown bisa ke herd immunity,-2,negatif,negatif
902,tidak terlalu ketat psbb di sini saja masih ramai,-2,negatif,negatif
903,tidak psbb juga lama,0,netral,netral
904,psbb bekasi jilid sudah datang,0,netral,netral
905,lokasi jalan guntur garut kota penerapan psbb berjalan macet psbb berjalan amburadul,-4,negatif,negatif
906,psbb cuma akal akal pusat jika di daerah penerapan psbb berhasil yang klaim keberhasilannya pusat jika gagal kesalahan dilimpahkan daerah,0,negatif,negatif
907,tilang nih melangar psbb bonceng banyak,0,netral,netral
908,makin lama psbb makin banyak orang,0,netral,netral
909,tempat ibadah di kota malang tutup total selama psbb,0,netral,netral
910,daripada psbb tidak jelas begini bisnis tutup warga tetap saja keluyuran,-1,negatif,negatif
911,di sini sudah mau relaksasi katanya padahal lockdown saja tidak psbb kendor,-1,negatif,negatif
912,setelah psbb berakhir bakalan semacet apa jalanan ibukota,-3,negatif,netral
913,harapannya psbb di malang raya nanti hanya cukup dilaksanakan satu periode yaitu hari saja tidak perlu berpanjang,1,positif,positif
914,proses psbb di malang raya kurang lebih sama seperti yang terjadi di surabaya raya,-1,negatif,netral
915,psbb harus dilakukan oleh malang raya karena tingkat kasus tingkat sebaran dan kematian tinggi,-1,negatif,negatif
916,psbb perlu tidak perlu kalau cuma sekedar mengurung dan menstop usaha rakyat kecil rasanya tidak perlu kalau perbandingan bisnis besar dan proyek besar serta para tenaga kerja asing asing masih diperbolehkan jalan padahal tidak ada perlunya juga buat rakyat proyek besar itu cuma buat perut pejabat,-3,negatif,negatif
917,psbb bukan berarti kamu tidak bisa kemana mana kaum hawa cuma dibatasin saja kalau naik alat transportasi,-3,negatif,negatif
918,terus kalau tertular sebelum jam tanggung jawab pemda yang betul boleh buka tapi hanya take away proses penjualan harus mengikuti ketentuan psbb tempatkan polpp untuk mengawasi boleh buka dan bisa makan ditempat itu sudah suatu keteledoran,-1,positif,negatif
919,untung kita hidup di zaman yang serba digital seperti sekarang jadi walaupun ada psbb kita masih bisa melakukan kegiatan melalui digital,3,positif,positif
920,tidak bisa pulang lagi psbb,0,netral,netral
921,lagi psbb begini masih saja ngumpul ngumpul ya,0,netral,netral
922,pandemik covid dan imbauan pembatasan sosial berskala besar psbb oleh pemerintah membuat masyarakat banyak tinggal di rumah sehingga mengubah pola transaksi masyarakat ke media digital,-4,negatif,negatif
923,kasihan anak orang lagi psbb mengidam kue jangan dibegitukan,0,netral,netral
924,sepertinya karena di jakarta psbb,0,netral,netral
925,social distancing kita sedang kacau psbb saja banyak yang lost banyak kendala inilah dan maunya langsung aktivitas seperti biasanya memang segampang itu,-1,negatif,negatif
926,psbb anjing,-1,negatif,negatif
927,psbb kacau ya,-1,negatif,negatif
928,anak ini tidak taat psbb,0,positif,netral
929,katanya mau damai tanpa psbb sini kamu meminta diapakan,0,netral,netral
930,apakah anggota dpr tersebut membuat narasi yang rusak bukankan virus itu tidak melihat jenis kelamin agama suku dan lain lain berkaca saja dengan penduduk bali tanpa psbb mereka bisa berhasil menangani penyebaran covid kunci mereka disiplin taat dengan protokol kesehatan,-4,negatif,negatif
931,saya bingung tidak terlihat sama saya sisi ketegasan pemerintah dalam menjalankan psbb di kota saya orang bebas berkeliaran tidak pakai masker lagi sekarang gagal paham saya jujur,-5,negatif,negatif
932,ini yang suka langgar psbb laporin sama pak tito,-1,negatif,negatif
933,setelah ribut mudik pulang kampung psbb moda transportasi dibuka undang undang minerba sekarang bpjs pengin balik ke jaman majapahit saja,0,netral,netral
934,apasih psbb segala,0,netral,netral
935,kalau psbb tidak bisa kampanye,0,netral,netral
936,naik motor seperti odong seperti yang penting tidak mepet mepet tapi naik mobil psbb nantinya dari kursi belakang bagaimana ya,-2,negatif,negatif
937,setiap dengar menkes setujuin psbb ngebayangin seperti dokter mengasih surat sakit ke pasien siapa lagi yang sama,1,positif,netral
938,mumpung ada peraturan psbb jadi demonya libur mumpung sepi disahkan saja,0,netral,netral
939,suka heran sama orang alhamdulillah psbb psbb akhirnya psbb habis ini psbb tetap semangat dan sehat selalu anak istrimu menanti dirumah wahai buruh harian,0,positif,positif
940,bagaimana cara pikir anda puan maharani psbb diperketat saja curva covid selalu naik bagaimana jika dilonggarkan tentu saja semakin naik,-4,negatif,negatif
941,kamu harus tetap melakukan prokotol kesehatan ala psbb nanti,0,netral,netral
942,ini jangan psbb seperti darurat sipil semestinya pak kapolres memberi makan semua warga sidoarjo,-1,negatif,negatif
943,jangan psbb dulu ya malangku sayang,1,positif,positif
944,hari terproduktif selama psbb jam set sudah tangerang jakarta serpong tangerang,0,netral,netral
945,dan saya mengkhawatirkan orang orang kelas menengah yang bisa saja muak kemudian berontak di saat itu tidak bakal ada yang peduli sama psbb physical distancing covid,-2,negatif,negatif
946,aku psbb dan satpol pp yang dagangnya sambil kucing kucingan pasti paham maksudnya,-3,negatif,negatif
947,bingung kaget marah jokowi bingung sudah psbb tapi yang positif korona makin bertambah,-2,negatif,negatif
948,yang membuat ini semua ruwet adalah the gov doesn't have the money tapi cover the aftermath of psbb yang berkepanjangan,-1,netral,negatif
949,kendaraan anti psbb,0,netral,netral
950,apalagi dihadang psbb begini sulit mindahin gunung tapi tetap mungkin bagi yang berkomitmen,0,positif,netral
951,ini hal lucu yang saya temukan yang kebetulan saya tau orangnya begitu ada banyak penderita covid dia sibuk memaki pemerintah soal bantuan kebijaksanaan tetapi salah satu yang degil saat psbb,0,netral,netral
952,rezim ini tidak siap pura pura siap tidak mampu pura pura mampu akhirnya gagap aturan tumpang tindih banyak kebijakan yang nyeleneh tanpa solusi yang benar corona hanya dijadikan ajang korupsi tanpa penyelesaian yang nyata dan merata terhadap rakyat yang terdampak psbb,-1,positif,negatif
953,tau tidak teman siapa yang sering melanggar,-1,negatif,negatif
954,membelikan masih psbb,0,netral,netral
955,anjing psbb bikin gemuk,-1,negatif,negatif
956,sekarang saja ketika psbb masih berjalan orang orang yang keluar rumah saja setengah tidak peduli dengan physical distancing tidak kebayang ketika beberapa sektor dibuka kembali di akhir bulan,-4,negatif,negatif
957,kelamaan psbb pas masuk sekolah,0,netral,netral
958,kalau sebuah desa sudah di level berarti boleh jumatan dan salat idul fitri tetapi jaga jarak kalau masih di level peraturan sama seperti pada saat psbb,0,positif,positif
959,aspiratif kritis dan rinci membuahkan wakil rakyat menolak psbb di nabire,-1,negatif,negatif
960,namanya juga psbb kalau sudah ketemu jadi repot,0,netral,netral
961,psbb kelar langsung disamper,0,netral,netral
962,orang yang jualan tidak ada psbbnya,0,netral,netral
963,habis darimana psbb jangan keluyuran,-1,negatif,negatif
964,pasti banyak dari mereka di sana yang sebelumnya memaki komentari pedas orang orang yang masih beribadah ke masjid saat psbb,-1,negatif,negatif
965,psbb pernah sayang belum berjodoh,1,positif,positif
966,pemerintah dan analis kebijakannya pikir tidak kalau kelonggaran psbb terus berdamai sama virus seakan akan ancaman pembunuhan kewarganya sendiri,-1,netral,negatif
967,masih meluasnya penyebaran covid di indonesia pemerintah berencana merelaksasi psbb setelah melalui kajian yang matang namun gugus tugas covid mengisyarakan tidak merekomendasikan pelonggaran psbb karena terlalu beresiko,3,positif,negatif
968,kunci relaksasi psbb,0,netral,netral
969,sabar ini lagi bulan puasa psbb nanti saja minimal salah satu sudah kelar tempat gampang,1,positif,positif
970,memang benar akhir mei sudah akhir psbb,-2,netral,netral
971,setiap libur menahan diri untuk tidak kemanamana biar wabah covid ini selesai keluar kost cuma untuk kerja dan sesuatu yang urgent orang orang goblok dengan bangganya nongkrong diluar jalan raya masih tetap ramai apa itu psbb,-2,negatif,negatif
972,mending psbb sekali daripada herd immunity scenario,-2,negatif,negatif
973,serius tanya lagi social physical distancing dan psbb begini bioskop itu tutup terus kalau mau menonton film yang lagi on going di bioskop bagaimana,-1,negatif,netral
974,tidak mengerti aku juga psbb jabar tidak takut,0,netral,netral
975,perancis melonggarkan lockdown itu namanya psbb,0,netral,netral
976,mau setelah psbb apa sebelum psbb,0,netral,netral
977,yang saya bingung pak sudah dilakukan psbb tapi orang dari china itu kok masih bebas masuk bingung yang aneh,-2,negatif,negatif
978,rata rata pada tutup karena masih psbb,0,positif,netral
979,tidak kemana ini psbb,0,netral,netral
980,printing with blok masih psbb tapi sebentar lagi lebaran bingung bagaimana dekorasi yang pas untuk menghias rumah,-1,negatif,netral
981, jika meminta adaptasi tidak usah lagi ada psbb sekarang saja kami sudah bersimbiosis dengan corona besok kami jadi corona,0,netral,netral
982,menghitung hari psbb di kota palembang yang biasa naik angkutan online kepaksa bawa kendaraan sendiri,-2,negatif,negatif
983,meminta kepada presiden dan pemerintah daerah supaya segerah mencabut pemberlakuan psbb di setiap daerah agar masyarakat bisa bekerja dan beraktivitas seperti biasa karena rakyat sudah banyak yang menderita akibat kebijakan pemerintah,-2,negatif,negatif
984,kalau masyarakat biasa langsung kena pidana,-2,negatif,negatif
985,pelonggaran psbb bagian dari skenario herd immunity,-2,negatif,negatif
986,melihat kondisi seperti itu agaknya kebijakan lockdown dapat menyebabkan dampak ekonomi yang lebih signifikan dibandingkan dengan psbb,1,positif,positif
987,psbb daerah kalian sudah selesai jogja tidak ada sepertinya,0,negatif,negatif
988,aku putus gara gara psbb,-1,negatif,negatif
989,jangankan itu faktanya di beberapa lokasi yang pemda sudah menerapkan psbb masih ada juga masjid masjid yang melangsukan kegiatan berjamaah,0,netral,netral
990,sekarang ini kelompok menengah banyak yang dalam tekanan akibat wabah covid apalagi ditambah ini mereka ada yang kena phk atau kehilangan income karena usaha mereka yang dibatasi oleh psbb,-1,negatif,negatif
991,mau lihat kegoblokan pemerintah indonesia cek saja berita lihat perbedaan statement antara petinggi bawahan dan budaknya buat apa ada psbb kalo transportasi dibuka lagi bandara dibuka ada yang positif masuk indonesia,-1,negatif,negatif
992,psbb psbb gundulmu psbb,-1,netral,negatif
993,psbb pembatasan sosial berakhir bubaran,-2,positif,negatif
994,psbb saja weekend tetap macet,-1,negatif,negatif
995,banyak pro dan kontra di masyarakat menanggapi peraturananjuran yang di ambil pemerintah seperti larangan mudik,-2,negatif,negatif
996,karena psbb lu telat,0,netral,netral
997,kemarin katanya psbb menguntungkan dibanding lockdown kenapa sekarang bingung kita itu sudah terlambat,-1,negatif,negatif
998,tandanya masih banyak yang belum tes dan itu akan semakin cepat menyebar karena psbb jabar tidak akan diperpanjang,2,positif,positif
999,psbb atau tidak sama terpenjara di rumah menerus sumpek,-2,negatif,negatif
1000,psbb bahasanya orang indonesia,0,netral,netral
